,0,1,2
72,1.244172285,6.096167988,1.00
73,0.902237548,-14.35217863,1.00
74,1.000963752,-12.10005769,1.00
75,1.373017469,-11.55344116,1.00
76,1.235655015,-4.917645118,1.00
77,1.368852623,0.224273925,1.00
78,0.804011455,-4.681004882,1.00
79,0.899834673,-15.48693644,1.00
80,0.781903076,2.591052689,1.00
81,1.041143989,2.646328629,1.00
82,1.297855135,0.89285044,1.00
83,1.071163371,1.347624942,1.00
84,1.137937463,6.387426287,1.00
85,1.219813763,15.21864296,1.00
86,0.906611798,14.19827444,1.00
87,1.168290894,17.30703317,1.00
88,1.100374525,3.96675508,1.00
89,1.154099376,9.59207164,1.00
90,1.301925493,13.23825885,1.00
91,0.750917082,-7.448712578,1.00
92,0.862049287,-1.069110348,1.00
93,1.573652141,0.724248138,1.00
94,1.326243688,-10.10044754,1.00
95,1.265142873,7.934479344,1.00
96,1.011058312,9.487709095,1.00
97,0.855912489,-5.69631504,1.00
98,0.965513218,5.755009416,1.00
99,1.168485567,-9.01626266,1.00
100,1.012935578,-6.959688524,1.00
101,0.763964809,-4.188097215,1.00
102,0.929891391,-14.40105702,1.00
103,1.18950323,-2.622957196,1.00
104,0.97024912,-16.65344797,1.00
105,0.989598009,-7.112831189,1.00
106,1.186480602,-5.527714403,1.00
107,1.018642086,-8.081632596,1.00
108,0.967307658,-8.800111108,1.00
109,1.280347789,3.859427724,1.00
110,0.515423464,1.205086404,1.00
111,1.033321462,-4.974686701,1.00
112,0.951165635,2.744272763,1.00
113,0.809929412,-2.141574094,1.00
114,0.883008878,-22.2054922,1.00
115,1.105491847,-12.94948227,1.00
116,0.778641485,-6.705947499,1.00
117,0.917178328,0.068386261,1.00
118,0.929118207,12.85268788,1.00
119,0.970893714,-12.26170374,1.00
120,1.196491321,-1.475291106,1.00
121,1.163285809,-10.48086287,1.00
122,0.709738932,4.548180408,1.00
123,0.890284399,-0.203046159,1.00
124,1.387029011,10.68141371,1.00
125,1.081986328,3.683434776,1.00
126,0.765635969,-3.639542886,1.00
127,1.229374969,-12.80681632,1.00
128,1.432982602,-1.019499747,1.00
129,1.012372277,27.34561475,1.00
130,0.964115352,-10.98615136,1.00
131,1.003106975,2.199569423,1.00
132,1.172269824,-12.15920344,1.00
133,1.09358637,9.792342006,1.00
134,1.160369055,5.777302341,1.00
135,0.906951986,-1.043594802,1.00
136,1.266388741,-13.39114654,1.00
137,1.044076131,-0.096317344,1.00
138,1.005292062,6.005780379,1.00
139,0.85042798,7.87816608,1.00
140,1.439111789,-7.079297575,1.00
141,1.178756045,-19.30478334,1.00
142,0.875633488,5.753142102,1.00
143,1.068216903,-12.95601962,1.00
144,0.92608922,-2.45039365,1.00
145,1.107382293,0.087741103,1.00
146,1.315698052,0.002484483,1.00
147,1.085094155,6.040132931,1.00
148,0.967425562,-8.325300345,1.00
149,0.887943767,-7.801316701,1.00
150,1.402253582,-4.97747379,1.00
151,0.83866615,-10.11214262,1.00
152,1.07986872,9.942750244,1.00
153,1.18274127,6.235274733,1.00
154,0.883802888,12.55163039,1.00
155,1.184727911,10.35862893,1.00
156,1.066286468,10.76176105,1.00
157,1.098958309,-0.779048569,1.00
158,0.781757514,-6.08810116,1.00
159,0.845031969,4.106555496,1.00
160,1.100703296,-8.360114155,1.00
161,1.097208421,15.570857,1.00
162,1.512284542,1.620843719,1.00
163,0.915417111,-22.25906038,1.00
164,1.411876938,-18.28151229,1.00
165,0.888623955,-6.439365615,1.00
166,0.902122719,-20.07686894,1.00
167,0.914638997,10.71764799,1.00
168,1.208911643,5.876314711,1.00
169,1.126705229,-6.161963017,1.00
170,1.11083364,-18.74139552,1.00
171,0.798033574,6.116854641,1.00
172,1.343663231,-11.92192851,1.00
173,1.161348401,10.32483656,1.00
174,1.254204528,-0.759790666,1.00
175,0.899744243,12.65014985,1.00
176,1.143833648,0.053464495,1.00
177,0.85582531,-23.26471982,1.00
178,1.222962109,-0.79851932,1.00
179,0.921723625,1.450112029,1.00
180,0.976309579,-15.72073281,1.00
181,0.967147416,-3.395984541,1.00
182,0.966943931,-5.800026643,1.00
183,0.985536119,6.86117639,1.00
184,1.203615151,-1.733145752,1.00
185,0.819398247,0.283143606,1.00
186,1.122566338,0.718331943,1.00
187,0.784622007,12.4142567,1.00
188,0.924921511,21.24460277,1.00
189,0.936246335,2.490803316,1.00
190,1.084552477,24.64452526,1.00
191,0.883228947,-18.10540943,1.00
192,1.064225505,-14.43391341,1.00
193,0.781345689,-0.84436292,1.00
194,1.182697063,13.6630874,1.00
195,0.800324642,-3.451377069,1.00
196,0.813150389,-1.225273048,1.00
197,1.191488069,-3.377612546,1.00
198,1.050227661,14.64763329,1.00
199,0.785396904,-19.86802645,1.00
200,1.161514025,-5.075629143,1.00
201,0.878650374,3.667425232,1.00
202,1.196087797,-11.03777299,1.00
203,1.181553978,-3.506068274,1.00
204,0.839959489,11.39355653,1.00
205,1.222761079,-1.710926587,1.00
206,1.212080703,5.260351648,1.00
207,0.98242196,5.263011597,1.00
208,0.831628773,-6.240546348,1.00
209,0.955529864,-9.874489549,1.00
210,0.642655183,12.33744252,1.00
211,0.988086103,5.426225088,1.00
212,0.960923362,0.869194784,1.00
213,1.160409287,-0.776782163,1.00
214,0.875957056,-0.771231563,1.00
215,1.181752385,6.596840375,1.00
216,1.294733509,-4.370236647,1.00
217,0.930119334,-6.430181526,1.00
218,0.61975792,-4.087955103,1.00
219,0.944446979,0.005806809,1.00
220,0.982654489,-8.545089814,1.00
221,1.093801857,12.80065222,1.00
222,0.507324203,8.652434104,1.00
223,1.044308503,20.72875806,1.00
224,1.038840263,-19.92399393,1.00
225,1.057670371,0.069860498,1.00
226,0.912771682,-9.832474214,1.00
227,1.467958812,0.756705247,1.00
228,0.890699502,-7.406194219,1.00
229,1.096702711,8.714340358,1.00
230,0.976197007,13.44097556,1.00
231,1.283039219,1.72502172,1.00
232,1.073541476,-0.302227874,1.00
233,1.104066278,-15.5364676,1.00
234,0.822912996,-13.79766914,1.00
235,0.695875925,18.2815534,1.00
236,0.789996123,-8.287777593,1.00
237,1.335290293,0.523855023,1.00
238,1.37724928,-31.54322454,1.00
239,1.131883951,-0.187545051,1.00
240,0.981345093,-5.965981353,1.00
241,0.885838275,6.495748958,1.00
242,1.105447463,-4.737729456,1.00
243,0.737800563,-3.110408582,1.00
244,1.1580096,5.159953061,1.00
245,0.954850109,6.133791486,1.00
246,0.793945241,0.279101476,1.00
247,1.288265263,-3.548656219,1.00
248,1.211164168,-3.372337667,1.00
249,0.712952793,-3.746917895,1.00
250,1.10116658,20.38713254,1.00
251,1.031018407,-7.644443683,1.00
252,1.234418975,3.010954351,1.00
253,0.709368328,3.524011851,1.00
254,0.77283688,14.02982131,1.00
255,1.20491144,9.228806303,1.00
256,0.740532943,-0.118575367,1.00
257,0.967953086,-5.880679113,1.00
258,1.303153861,-7.866597769,1.00
259,1.144166982,-19.99825669,1.00
260,1.248850261,17.7151886,1.00
261,0.790233557,13.46209627,1.00
262,0.54322681,-0.69958376,1.00
263,0.716781444,25.84328917,1.00
264,0.998245215,-2.266473535,1.00
265,1.055585,17.56542186,1.00
266,1.1639438,-13.176316,1.00
267,1.004476154,2.105341978,1.00
268,0.560770095,-7.297229987,1.00
269,0.972939673,3.87254052,1.00
270,0.897650646,1.62259374,1.00
271,1.428191333,7.20008101,1.00
272,0.821308449,4.334661657,1.00
273,0.79484302,11.29230733,1.00
274,1.195642075,21.56607751,1.00
275,0.845355642,0.106109173,1.00
276,0.996497983,-10.97723011,1.00
277,0.98737825,12.3134939,1.00
278,0.707294182,15.6637214,1.00
279,0.944137598,-4.617635116,1.00
280,0.727707226,2.086947535,1.00
281,0.923726971,1.026998157,1.00
282,0.949220057,2.225455869,1.00
283,0.942379303,4.772295126,1.00
284,0.924710637,1.176881467,1.00
285,0.927229672,9.321129166,1.00
286,0.738415928,6.156683501,1.00
287,0.835762324,-11.1713015,1.00
288,1.137746621,-19.81980531,1.00
289,1.060977103,-1.583780777,1.00
290,1.021048792,-9.750099521,1.00
291,0.893070102,10.40415945,1.00
292,1.181298104,-7.057876647,1.00
293,0.734274727,-9.322029619,1.00
294,1.0217231,-11.74475119,1.00
295,0.754098721,16.0200506,1.00
296,1.374375329,4.611879461,1.00
297,1.278278097,-6.167697988,1.00
298,0.808029491,20.24703072,1.00
299,1.106721339,1.852242033,1.00
300,0.754535383,-0.879121438,1.00
301,0.685324777,4.045490162,1.00
302,0.782912427,1.734679774,1.00
303,1.051600661,5.583087768,1.00
304,1.256122471,6.200994189,1.00
305,1.144190085,6.029075418,1.00
306,0.643542719,-3.884331343,1.00
307,1.121426207,5.655033842,1.00
308,0.702725223,9.99907525,1.00
309,1.096120402,6.46291253,1.00
310,0.986706672,-5.936146634,1.00
311,0.818717705,7.403939065,1.00
312,1.089134625,-5.89520247,1.00
313,0.673549906,-15.72611319,1.00
314,1.301013159,6.786823249,1.00
315,0.665345686,10.98917369,1.00
316,0.647207889,-5.951545122,1.00
317,1.107911353,2.660774744,1.00
318,1.184541142,4.695742215,1.00
319,0.834198717,-2.295305233,1.00
320,0.998353042,2.106692952,1.00
321,0.971537835,1.333618639,1.00
322,0.826719488,0.345057831,1.00
323,1.301464748,13.84533457,1.00
324,1.25415933,-5.740561733,1.00
325,1.273058597,8.945521757,1.00
326,0.909541768,-15.47539306,1.00
327,0.702789057,0.961254473,1.00
328,0.873954659,-5.164822643,1.00
329,1.169086021,2.804130268,1.00
330,1.039126842,-10.70928719,1.00
331,0.886692907,10.05584679,1.00
332,0.762606989,-8.775803801,1.00
333,0.870310712,6.460642159,1.00
334,1.044774185,5.154600791,1.00
335,1.0875493,-10.62241559,1.00
336,0.833867383,-15.33892231,1.00
337,1.162152158,-5.108199774,1.00
338,1.005479303,-1.820981983,1.00
339,0.75844194,-2.441510496,1.00
340,0.933299685,11.77057557,1.00
341,0.923720853,0.64863651,1.00
342,1.154544255,-6.849243386,1.00
343,0.970706774,-11.91485235,1.00
344,0.721101647,-13.37999778,1.00
345,1.1786155,3.595787881,1.00
346,1.187096595,3.109557696,1.00
347,1.033738318,-7.316191326,1.00
348,0.800746108,-13.84098074,1.00
349,0.717414326,-2.890960448,1.00
350,1.042516679,-12.8502816,1.00
351,0.684210148,8.603964577,1.00
352,0.992976641,5.224094929,1.00
353,1.046526625,-6.664732732,1.00
354,0.516066185,10.94908664,1.00
355,0.947027506,0.1747297,1.00
356,1.036132733,-11.70434385,1.00
357,0.999666871,-6.538426051,1.00
358,0.748600453,4.94152504,1.00
359,0.891766157,9.871648001,1.00
360,1.03841706,-3.686704265,1.00
361,1.078491766,-0.749754317,1.00
362,1.009000452,8.791518811,1.00
363,0.423678585,7.090857145,1.00
364,1.264685139,7.44263733,1.00
365,1.075836501,4.08441519,1.00
366,1.008867586,11.02517735,1.00
367,0.763773407,-11.76432768,1.00
368,1.108055593,12.31695721,1.00
369,0.705702312,5.950954698,1.00
370,1.397125476,-1.292039262,1.00
371,0.951591595,-3.805770439,1.00
372,1.100680304,2.156227727,1.00
373,1.552181414,2.022292637,1.00
374,0.908640494,-1.128472768,1.00
375,0.969222435,-8.494306923,1.00
376,0.851118141,-22.49819861,1.00
377,0.845922015,5.561578574,1.00
378,0.860759356,5.276662496,1.00
379,0.991141686,1.210374599,1.00
380,1.171005462,-16.73324598,1.00
381,1.301672794,5.305430936,1.00
382,1.122434699,6.570479101,1.00
383,1.287601862,9.313877075,1.00
384,0.953534553,5.627655446,1.00
385,1.232260246,-3.343619683,1.00
386,0.950820838,-1.531351635,1.00
387,0.871162823,-0.032321776,1.00
388,1.03926633,-1.717399626,1.00
389,1.352660735,-2.972732273,1.00
390,0.698296682,6.994338232,1.00
391,0.970685732,12.81487423,1.00
392,1.08086885,0.199554138,1.00
393,1.536339363,3.24962514,1.00
394,1.248826678,-15.14797521,1.00
395,1.158897993,21.41389214,1.00
396,0.961717184,-5.032852817,1.00
397,0.854218043,10.95855448,1.00
398,0.73504065,1.488800962,1.00
399,1.093056868,-6.466216846,1.00
400,0.989329942,8.949537834,1.00
401,0.972938989,-11.19232561,1.00
402,0.966107129,5.93202339,1.00
403,0.968478697,10.59497087,1.00
404,0.599857744,5.742986581,1.00
405,1.038122252,-3.654859163,1.00
406,0.785314403,-3.662750365,1.00
407,1.123742471,13.05814611,1.00
408,1.435281713,1.150925191,1.00
409,1.039054739,-14.90236815,1.00
410,0.943368193,8.112899402,1.00
411,1.221672854,-10.90330997,1.00
412,1.147850004,-0.810994521,1.00
413,0.853661969,16.49827867,1.00
414,1.002951918,34.64496287,1.00
415,1.317872348,3.158607596,1.00
416,1.02283805,16.54967229,1.00
417,1.031476708,-5.268798644,1.00
418,0.765810661,12.84096293,1.00
419,0.777943597,8.325363812,1.00
420,1.079839896,-2.110120453,1.00
421,1.310369483,-1.111820745,1.00
422,1.298084607,-2.773492667,1.00
423,0.790374938,13.45051825,1.00
424,1.00276705,-23.48980714,1.00
425,0.91357375,-13.63941683,1.00
426,1.148302477,-1.762954171,1.00
427,1.002829541,2.70568222,1.00
428,0.862503186,-1.952120687,1.00
429,1.013751005,-6.61194582,1.00
430,1.038734247,5.50732232,1.00
431,0.536445847,-0.781916569,1.00
432,1.172052911,-8.452180985,1.00
433,1.088498256,5.052575241,1.00
434,1.143032387,-2.745657185,1.00
435,1.377840771,4.056378948,1.00
436,1.369576319,2.09262988,1.00
437,1.513991028,1.051897539,1.00
438,1.11131264,-22.0473087,1.00
439,1.279230966,0.603063698,1.00
440,1.244184682,9.599763135,1.00
441,0.912409972,-7.114914679,1.00
442,0.814891182,-1.284099141,1.00
443,0.877028258,-1.81363266,1.00
444,1.066218813,-9.532659873,1.00
445,1.49001324,-6.535902196,1.00
446,1.242731596,24.85268836,1.00
447,1.046849694,-6.128665577,1.00
448,0.566215402,4.546663871,1.00
449,1.028197361,-4.391180076,1.00
450,1.304211134,1.241775507,1.00
451,0.979184742,6.243862815,1.00
452,0.76810722,-12.39610445,1.00
453,0.997808558,-7.019581958,1.00
454,1.140465732,-19.70140194,1.00
455,1.314572373,-15.44526188,1.00
456,0.976082907,-9.138079916,1.00
457,1.012841404,17.14058505,1.00
458,1.217406527,20.80372288,1.00
459,1.008108569,-13.31309207,1.00
460,1.039438149,-0.596540405,1.00
461,1.182929765,0.477858647,1.00
462,0.804643584,9.561129763,1.00
463,0.955841193,-0.488438927,1.00
464,0.825039459,-8.385332408,1.00
465,0.896146709,-29.82282151,1.00
466,0.765949582,-19.64878219,1.00
467,1.039348958,1.148931905,1.00
468,1.222803745,11.63702369,1.00
469,1.095635485,11.47512122,1.00
470,0.938419145,3.599559385,1.00
471,1.031031153,-16.06906354,1.00
472,1.050073601,14.15073059,1.00
473,1.01598551,-11.94055581,1.00
474,0.856862801,-8.867464205,1.00
475,1.151211302,-15.15063126,1.00
476,0.605945565,-0.419319579,1.00
477,1.343816159,14.16929568,1.00
478,0.865752003,5.5523679,1.00
479,1.091068738,-5.962637942,1.00
480,1.182121829,10.57420138,1.00
481,1.402153445,9.306985225,1.00
482,0.77952793,15.29336073,1.00
483,1.153493909,-2.344361311,1.00
484,1.269514586,13.65202225,1.00
485,1.165755643,-1.7581552,1.00
486,0.963683836,-22.65227552,1.00
487,0.867510359,-6.503073551,1.00
488,0.770501313,3.066799818,1.00
489,1.088378303,1.138436905,1.00
490,1.175403631,9.280482284,1.00
491,1.09651453,5.202367052,1.00
492,1.052373033,-3.741925355,1.00
493,0.931074138,-35.21206538,1.00
494,1.613438538,3.543081971,1.00
495,1.097626093,-15.03719459,1.00
496,1.131301366,-10.89877518,1.00
497,0.81714205,-8.814865607,1.00
498,1.170504495,14.16165615,1.00
499,0.9722288,-16.71262649,1.00
500,0.986745023,2.92770215,1.00
501,1.039898365,15.3933276,1.00
502,1.216914857,7.69787835,1.00
503,0.874870149,11.83086436,1.00
504,1.171516432,1.192390579,1.00
505,0.765635119,-9.275650366,1.00
506,1.115097724,0.518180128,1.00
507,1.176360822,17.88747232,1.00
508,1.083220129,-2.808802983,1.00
509,1.20873349,20.76323468,1.00
510,0.6902273,-1.889123846,1.00
511,1.05865809,-19.02778705,1.00
512,0.668204388,-6.155403002,1.00
513,1.065541826,14.06449405,1.00
514,1.178807244,11.55304621,1.00
515,1.099204941,-1.922217281,1.00
516,0.795852121,2.857382213,1.00
517,0.883828158,-14.82086944,1.00
518,0.954505091,4.854087212,1.00
519,0.548858304,-0.469398416,1.00
520,0.944063114,16.42647536,1.00
521,0.714555697,4.985303563,1.00
522,1.030698057,-7.878878648,1.00
523,0.960471509,-10.5096112,1.00
524,0.789912823,8.242118148,1.00
525,0.927769922,3.624875347,1.00
526,0.727191474,4.725892615,1.00
527,0.958591845,11.02765896,1.00
528,1.093396519,-7.452388645,1.00
529,1.239986598,1.279543036,1.00
530,0.900548383,-14.69665308,1.00
531,0.921856722,10.9596158,1.00
532,1.038778841,-14.37977338,1.00
533,1.217129929,17.46210207,1.00
534,0.998548249,-14.64760635,1.00
535,0.650899464,-0.84336472,1.00
536,1.138079101,-1.502663448,1.00
537,0.991741481,-4.231056003,1.00
538,1.326835193,-8.079169136,1.00
539,1.13673325,-11.36742009,1.00
540,1.058641989,-9.19140063,1.00
541,0.821294104,-11.33209344,1.00
542,0.871417811,13.97359108,1.00
543,0.942202454,-15.01822991,1.00
544,1.105581753,8.722471717,1.00
545,0.894153289,3.485814776,1.00
546,0.97874785,0.047246974,1.00
547,0.941414234,5.756998407,1.00
548,1.094887675,-2.95344327,1.00
549,0.838936333,-6.296594964,1.00
550,0.862535505,17.78507514,1.00
551,0.990081289,-12.06669437,1.00
552,0.790589534,-7.654221792,1.00
553,1.194872818,-12.94026043,1.00
554,1.068415343,27.09765151,1.00
555,0.929294815,-11.85703612,1.00
556,0.839691763,-6.342211538,1.00
557,1.531113715,-20.10468795,1.00
558,0.944820963,-6.605133061,1.00
559,1.047385174,2.808487078,1.00
560,0.772815978,-5.885348909,1.00
561,0.687803435,1.0415012,1.00
562,1.389302994,-3.691661325,1.00
563,0.709823447,8.809825965,1.00
564,0.887621111,-4.302629394,1.00
565,0.95263296,6.889868701,1.00
566,0.793244336,-15.3292008,1.00
567,1.086166545,8.197749829,1.00
568,1.050531164,10.5602157,1.00
569,0.980302252,10.01814168,1.00
570,0.850914028,0.122761451,1.00
571,0.808980726,12.28276634,1.00
572,0.952383626,-0.590714968,1.00
573,0.905341666,8.82677429,1.00
574,0.869119414,3.816377723,1.00
575,0.843248704,3.598283255,1.00
576,0.645572016,-3.818089689,1.00
577,1.065716707,0.633602779,1.00
578,0.805740089,-5.903870751,1.00
579,1.150928072,-8.228613683,1.00
580,0.859833006,-5.889206059,1.00
581,0.607290686,0.123275507,1.00
582,0.860689993,-11.59070028,1.00
583,0.858855531,-2.605581676,1.00
584,0.952423444,-1.217388239,1.00
585,1.246905204,-13.37026255,1.00
586,1.129100364,-27.09012367,1.00
587,1.342376666,-6.52373641,1.00
588,1.178503511,-3.871860458,1.00
589,1.041902313,-16.35047672,1.00
590,1.071209765,-18.34309732,1.00
591,0.968374249,-11.93397366,1.00
592,0.915203469,0.33519527,1.00
593,1.121589181,1.075302791,1.00
594,1.226353673,14.74324592,1.00
595,1.045998295,13.49739817,1.00
596,1.180561492,-16.23497574,1.00
597,1.101548154,-7.318760641,1.00
598,1.279103459,4.242249119,1.00
599,1.055685295,7.797547027,1.00
600,0.741624873,8.326873909,1.00
601,1.061348533,-7.179454564,1.00
602,1.282641586,-4.846780277,1.00
603,1.138685854,0.1432825,1.00
604,0.757405643,-8.7072825,1.00
605,1.102860043,-1.26749937,1.00
606,1.104071269,-10.79335839,1.00
607,1.273586625,10.6799301,1.00
608,0.829070625,2.073672238,1.00
609,0.759358338,-27.34603132,1.00
610,1.215591075,1.924971814,1.00
611,0.998046641,2.121214521,1.00
612,0.799019805,10.59063023,1.00
613,1.312712208,-4.501661355,1.00
614,1.088838101,-3.259734052,1.00
615,1.001706612,-14.42314285,1.00
616,1.253304089,6.993687423,1.00
617,1.371539851,-4.92014053,1.00
618,0.896226044,5.608932357,1.00
619,1.01578037,-21.47573735,1.00
620,1.249055967,3.802305526,1.00
621,0.791121159,-11.6046266,1.00
622,0.846677323,9.649740171,1.00
623,1.168073025,-3.803985508,1.00
624,1.189811659,-4.569586972,1.00
625,0.878737538,6.911595463,1.00
626,1.06568382,10.09626184,1.00
627,1.224241498,8.054901229,1.00
628,0.979791498,14.33591989,1.00
629,1.081475637,3.206668296,1.00
630,1.231003648,-2.616282988,1.00
631,1.184871567,1.962643582,1.00
632,1.185141355,-13.58569804,1.00
633,1.066629109,-11.19852886,1.00
634,0.933308743,-8.766576606,1.00
635,1.079163644,-21.36908792,1.00
636,0.675083564,6.899580462,1.00
637,0.867751055,6.955274781,1.00
638,1.625978297,-28.69550786,1.00
639,0.850587893,-1.175929961,1.00
640,0.836463831,-8.601246873,1.00
641,1.129865734,-4.405741828,1.00
642,0.889608614,16.55283489,1.00
643,1.091025411,-12.99936741,1.00
644,1.194976905,-10.76108289,1.00
645,1.070868554,-5.123823681,1.00
646,1.087614249,-3.047984171,1.00
647,1.307190033,-14.22071349,1.00
648,0.698811921,-2.242102966,1.00
649,1.05179142,-10.78317264,1.00
650,1.158447691,5.101340282,1.00
651,0.955187682,-0.956636605,1.00
652,0.813688114,-13.94996,1.00
653,1.133394595,9.55073692,1.00
654,1.393167978,-18.56125664,1.00
655,1.084187253,26.91338535,1.00
656,0.657408851,12.56864718,1.00
657,1.146393493,8.101480365,1.00
658,1.110172311,-5.348227931,1.00
659,1.017798174,-5.694248647,1.00
660,1.105170444,-4.618821701,1.00
661,0.927960132,-6.232929215,1.00
662,0.810787747,-12.75656439,1.00
663,0.975702525,-3.624745961,1.00
664,1.338884599,3.30687276,1.00
665,0.790883715,5.656301083,1.00
666,0.845718567,-14.73899128,1.00
667,1.060105156,0.409853947,1.00
668,1.037122893,-3.638672746,1.00
669,1.045618395,-0.741781458,1.00
670,1.074247802,-8.751430528,1.00
671,1.135656053,-12.40233464,1.00
672,0.698720688,12.33023887,1.00
673,1.169492065,-10.53890339,1.00
674,0.911366735,-17.22130521,1.00
675,1.273483621,-0.617682387,1.00
676,0.99775415,7.302213574,1.00
677,0.752525885,-10.93702027,1.00
678,1.049757032,-9.136037567,1.00
679,0.604037972,-1.361542841,1.00
680,0.861105387,-1.692581872,1.00
681,1.240436943,2.538609306,1.00
682,1.051299632,6.697998574,1.00
683,1.214047269,4.651806154,1.00
684,0.973471438,-4.280111043,1.00
685,1.273030117,-0.781602726,1.00
686,0.557638317,-4.308649731,1.00
687,1.047999356,9.696739763,1.00
688,1.021609366,6.852622341,1.00
689,0.823936883,-12.03031379,1.00
690,0.904334807,2.044434963,1.00
691,0.870777366,-13.03381489,1.00
692,1.019546479,5.020530495,1.00
693,1.237463344,-11.96491761,1.00
694,0.996489592,0.877057812,1.00
695,1.097645307,5.342036241,1.00
696,1.119860623,-7.957517915,1.00
697,0.569694348,-4.445565605,1.00
698,1.171763877,1.662004495,1.00
699,0.997202914,13.74328862,1.00
700,1.283690328,-8.775244485,1.00
701,1.051317942,14.68755857,1.00
702,0.905847982,-3.044178592,1.00
703,0.457493418,1.682476122,1.00
704,1.147263876,2.594049837,1.00
705,1.191836622,2.098023579,1.00
706,0.792670065,4.149162921,1.00
707,0.848198745,2.47001018,1.00
708,0.908848162,2.958953587,1.00
709,1.075328254,6.364025127,1.00
710,1.144165684,2.342297594,1.00
711,0.690073868,-2.003629396,1.00
712,1.132398718,-11.42878435,1.00
713,0.7940586,7.470978175,1.00
714,0.832700253,-1.449099132,1.00
715,0.91497114,7.505875729,1.00
716,0.87623615,-6.285433825,1.00
717,1.033286226,3.415459411,1.00
718,1.304302232,6.220586984,1.00
719,1.255179653,-8.039784474,1.00
720,0.968625167,-4.862651277,1.00
721,1.16681976,5.373311762,1.00
722,1.028017876,0.040891248,1.00
723,1.68760573,-8.285546869,1.00
724,0.869347674,-12.13315993,1.00
725,1.103758209,6.572542522,1.00
726,1.028175493,3.721207987,1.00
727,1.203623001,-2.692717799,1.00
728,0.734250933,-7.70608653,1.00
729,0.889958983,0.34190988,1.00
730,0.923841626,1.848443795,1.00
731,0.681951891,-1.317975918,1.00
732,1.106060506,-4.671174483,1.00
733,1.053999869,-9.766312911,1.00
734,1.221358498,17.67676604,1.00
735,0.881441136,2.376770209,1.00
736,0.907709377,-0.458952026,1.00
737,1.058388936,-4.562362094,1.00
738,0.596258584,-17.75198463,1.00
739,1.112020697,27.23342722,1.00
740,0.592550908,6.569154872,1.00
741,0.640440186,-17.05465377,1.00
742,0.903573553,-6.873809905,1.00
743,0.913886162,7.742476426,1.00
744,1.041833587,10.07335315,1.00
745,0.872903553,-6.197447283,1.00
746,0.794324588,-3.455935796,1.00
747,0.973289053,15.1911051,1.00
748,1.329417895,-1.694630142,1.00
749,0.944670678,8.4541718,1.00
750,0.934851971,12.78747914,1.00
751,0.936932364,2.161067356,1.00
752,1.318607917,-12.62194572,1.00
753,1.279739395,-10.71878284,1.00
754,1.167025336,-3.357367521,1.00
